Time,TEG_Power,TEG_dJ
0,0.0006,0.000006
0.01,0.00073,0.000007
0.02,0.00085,0.000008
0.03,0.00097,0.00001
0.04,0.00109,0.000011
0.05,0.00121,0.000012
0.06,0.00133,0.000013
0.07,0.00145,0.000015
0.08,0.00157,0.000016
0.09,0.00169,0.000017
0.1,0.00181,0.000018
0.11,0.0022,0.000022
0.12,0.00258,0.000026
0.13,0.00297,0.00003
0.14,0.00335,0.000034
0.15,0.00374,0.000037
0.16,0.00412,0.000041
0.17,0.00451,0.000045
0.18,0.00489,0.000049
0.19,0.00528,0.000053
0.2,0.00566,0.000057
0.21,0.00605,0.00006
0.22,0.00643,0.000064
0.23,0.00682,0.000068
0.24,0.0072,0.000072
0.25,0.00759,0.000076
0.26,0.00909,0.000091
0.27,0.0106,0.000106
0.28,0.01212,0.000121
0.29,0.01363,0.000136
0.3,0.01514,0.000151
0.31,0.01665,0.000166
0.32,0.01816,0.000182
0.33,0.01967,0.000197
0.34,0.02118,0.000212
0.35,0.02269,0.000227
0.36,0.0242,0.000242
0.37,0.02571,0.000257
0.38,0.02722,0.000272
0.39,0.02873,0.000287
0.4,0.03024,0.000302
0.41,0.0312,0.000312
0.42,0.03216,0.000322
0.43,0.03311,0.000331
0.44,0.03407,0.000341
0.45,0.03503,0.00035
0.46,0.03598,0.00036
0.47,0.03694,0.000369
0.48,0.03789,0.000379
0.49,0.03885,0.000388
0.5,0.03981,0.000398
0.51,0.04076,0.000408
0.52,0.04172,0.000417
0.53,0.04267,0.000427
0.54,0.04363,0.000436
0.55,0.04459,0.000446
0.56,0.04567,0.000457
0.57,0.04676,0.000468
0.58,0.04785,0.000479
0.59,0.04894,0.000489
0.6,0.05003,0.0005
0.61,0.05112,0.000511
0.62,0.05221,0.000522
0.63,0.0533,0.000533
0.64,0.05439,0.000544
0.65,0.05547,0.000555
0.66,0.05656,0.000566
0.67,0.05765,0.000577
0.68,0.05874,0.000587
0.69,0.05983,0.000598
0.7,0.06092,0.000609
0.71,0.0621,0.000621
0.72,0.06329,0.000633
0.73,0.06447,0.000645
0.74,0.06565,0.000657
0.75,0.06684,0.000668
0.76,0.06802,0.00068
0.77,0.06921,0.000692
0.78,0.07039,0.000704
0.79,0.07157,0.000716
0.8,0.07276,0.000728
0.81,0.07394,0.000739
0.82,0.07513,0.000751
0.83,0.07631,0.000763
0.84,0.07749,0.000775
0.85,0.07868,0.000787
0.86,0.07989,0.000799
0.87,0.08111,0.000811
0.88,0.08232,0.000823
0.89,0.08354,0.000835
0.9,0.08475,0.000848
0.91,0.08597,0.00086
0.92,0.08718,0.000872
0.93,0.0884,0.000884
0.94,0.08961,0.000896
0.95,0.09083,0.000908
0.96,0.09205,0.00092
0.97,0.09326,0.000933
0.98,0.09448,0.000945
0.99,0.09569,0.000957
1,0.09691,0.000969
1.01,0.09809,0.000981
1.02,0.09927,0.000993
1.03,0.10046,0.001005
1.04,0.10164,0.001016
1.05,0.10283,0.001028
1.06,0.10401,0.00104
1.07,0.10519,0.001052
1.08,0.10638,0.001064
1.09,0.10756,0.001076
1.1,0.10875,0.001087
1.11,0.10993,0.001099
1.12,0.11111,0.001111
1.13,0.1123,0.001123
1.14,0.11348,0.001135
1.15,0.11466,0.001147
1.16,0.11577,0.001158
1.17,0.11687,0.001169
1.18,0.11797,0.00118
1.19,0.11907,0.001191
1.2,0.12017,0.001202
1.21,0.12127,0.001213
1.22,0.12237,0.001224
1.23,0.12347,0.001235
1.24,0.12457,0.001246
1.25,0.12567,0.001257
1.26,0.12677,0.001268
1.27,0.12787,0.001279
1.28,0.12897,0.00129
1.29,0.13007,0.001301
1.3,0.13117,0.001312
1.31,0.13222,0.001322
1.32,0.13327,0.001333
1.33,0.13433,0.001343
1.34,0.13538,0.001354
1.35,0.13643,0.001364
1.36,0.13748,0.001375
1.37,0.13854,0.001385
1.38,0.13959,0.001396
1.39,0.14064,0.001406
1.4,0.14169,0.001417
1.41,0.14275,0.001427
1.42,0.1438,0.001438
1.43,0.14485,0.001449
1.44,0.1459,0.001459
1.45,0.14696,0.00147
1.46,0.14796,0.00148
1.47,0.14896,0.00149
1.48,0.14997,0.0015
1.49,0.15097,0.00151
1.5,0.15197,0.00152
1.51,0.15298,0.00153
1.52,0.15398,0.00154
1.53,0.15499,0.00155
1.54,0.15599,0.00156
1.55,0.15699,0.00157
1.56,0.158,0.00158
1.57,0.159,0.00159
1.58,0.16001,0.0016
1.59,0.16101,0.00161
1.6,0.16201,0.00162
1.61,0.16292,0.001629
1.62,0.16384,0.001638
1.63,0.16475,0.001647
1.64,0.16566,0.001657
1.65,0.16657,0.001666
1.66,0.16748,0.001675
1.67,0.16839,0.001684
1.68,0.1693,0.001693
1.69,0.17022,0.001702
1.7,0.17113,0.001711
1.71,0.17204,0.00172
1.72,0.17295,0.001729
1.73,0.17386,0.001739
1.74,0.17477,0.001748
1.75,0.17568,0.001757
1.76,0.17649,0.001765
1.77,0.17729,0.001773
1.78,0.17809,0.001781
1.79,0.17889,0.001789
1.8,0.17969,0.001797
1.81,0.18049,0.001805
1.82,0.18129,0.001813
1.83,0.18209,0.001821
1.84,0.1829,0.001829
1.85,0.1837,0.001837
1.86,0.1845,0.001845
1.87,0.1853,0.001853
1.88,0.1861,0.001861
1.89,0.1869,0.001869
1.9,0.1877,0.001877
1.91,0.18842,0.001884
1.92,0.18914,0.001891
1.93,0.18986,0.001899
1.94,0.19057,0.001906
1.95,0.19129,0.001913
1.96,0.19201,0.00192
1.97,0.19273,0.001927
1.98,0.19345,0.001934
1.99,0.19416,0.001942
2,0.19488,0.001949
2.01,0.1956,0.001956
2.02,0.19632,0.001963
2.03,0.19704,0.00197
2.04,0.19775,0.001978
2.05,0.19847,0.001985
2.06,0.19914,0.001991
2.07,0.1998,0.001998
2.08,0.20047,0.002005
2.09,0.20113,0.002011
2.1,0.2018,0.002018
2.11,0.20246,0.002025
2.12,0.20312,0.002031
2.13,0.20379,0.002038
2.14,0.20445,0.002045
2.15,0.20512,0.002051
2.16,0.20578,0.002058
2.17,0.20645,0.002064
2.18,0.20711,0.002071
2.19,0.20778,0.002078
2.2,0.20844,0.002084
2.21,0.20904,0.00209
2.22,0.20964,0.002096
2.23,0.21025,0.002102
2.24,0.21085,0.002108
2.25,0.21145,0.002114
2.26,0.21205,0.002121
2.27,0.21265,0.002127
2.28,0.21326,0.002133
2.29,0.21386,0.002139
2.3,0.21446,0.002145
2.31,0.21506,0.002151
2.32,0.21566,0.002157
2.33,0.21627,0.002163
2.34,0.21687,0.002169
2.35,0.21747,0.002175
2.36,0.21803,0.00218
2.37,0.21858,0.002186
2.38,0.21914,0.002191
2.39,0.21969,0.002197
2.4,0.22025,0.002202
2.41,0.22081,0.002208
2.42,0.22136,0.002214
2.43,0.22192,0.002219
2.44,0.22247,0.002225
2.45,0.22303,0.00223
2.46,0.22359,0.002236
2.47,0.22414,0.002241
2.48,0.2247,0.002247
2.49,0.22525,0.002253
2.5,0.22581,0.002258
2.51,0.22631,0.002263
2.52,0.2268,0.002268
2.53,0.2273,0.002273
2.54,0.22779,0.002278
2.55,0.22829,0.002283
2.56,0.22878,0.002288
2.57,0.22928,0.002293
2.58,0.22977,0.002298
2.59,0.23027,0.002303
2.6,0.23077,0.002308
2.61,0.23126,0.002313
2.62,0.23176,0.002318
2.63,0.23225,0.002323
2.64,0.23275,0.002327
2.65,0.23324,0.002332
2.66,0.23366,0.002337
2.67,0.23408,0.002341
2.68,0.23449,0.002345
2.69,0.23491,0.002349
2.7,0.23532,0.002353
2.71,0.23574,0.002357
2.72,0.23616,0.002362
2.73,0.23657,0.002366
2.74,0.23699,0.00237
2.75,0.2374,0.002374
2.76,0.23782,0.002378
2.77,0.23823,0.002382
2.78,0.23865,0.002387
2.79,0.23907,0.002391
2.8,0.23948,0.002395
2.81,0.23983,0.002398
2.82,0.24018,0.002402
2.83,0.24052,0.002405
2.84,0.24087,0.002409
2.85,0.24121,0.002412
2.86,0.24156,0.002416
2.87,0.24191,0.002419
2.88,0.24225,0.002423
2.89,0.2426,0.002426
2.9,0.24294,0.002429
2.91,0.24329,0.002433
2.92,0.24364,0.002436
2.93,0.24398,0.00244
2.94,0.24433,0.002443
2.95,0.24467,0.002447
2.96,0.24495,0.00245
2.97,0.24523,0.002452
2.98,0.2455,0.002455
2.99,0.24578,0.002458
3,0.24605,0.002461
3.01,0.24633,0.002463
3.02,0.24661,0.002466
3.03,0.24688,0.002469
3.04,0.24716,0.002472
3.05,0.24743,0.002474
3.06,0.24771,0.002477
3.07,0.24799,0.00248
3.08,0.24826,0.002483
3.09,0.24854,0.002485
3.1,0.24881,0.002488
3.11,0.24903,0.00249
3.12,0.24925,0.002493
3.13,0.24947,0.002495
3.14,0.24969,0.002497
3.15,0.24991,0.002499
3.16,0.25013,0.002501
3.17,0.25035,0.002503
3.18,0.25056,0.002506
3.19,0.25078,0.002508
3.2,0.251,0.00251
3.21,0.25122,0.002512
3.22,0.25144,0.002514
3.23,0.25166,0.002517
3.24,0.25188,0.002519
3.25,0.2521,0.002521
3.26,0.25226,0.002523
3.27,0.25243,0.002524
3.28,0.2526,0.002526
3.29,0.25277,0.002528
3.3,0.25294,0.002529
3.31,0.25311,0.002531
3.32,0.25327,0.002533
3.33,0.25344,0.002534
3.34,0.25361,0.002536
3.35,0.25378,0.002538
3.36,0.25395,0.002539
3.37,0.25412,0.002541
3.38,0.25428,0.002543
3.39,0.25445,0.002545
3.4,0.25462,0.002546
3.41,0.25475,0.002547
3.42,0.25487,0.002549
3.43,0.255,0.00255
3.44,0.25512,0.002551
3.45,0.25525,0.002552
3.46,0.25537,0.002554
3.47,0.2555,0.002555
3.48,0.25562,0.002556
3.49,0.25575,0.002557
3.5,0.25587,0.002559
3.51,0.25599,0.00256
3.52,0.25612,0.002561
3.53,0.25624,0.002562
3.54,0.25637,0.002564
3.55,0.25649,0.002565
3.56,0.25658,0.002566
3.57,0.25667,0.002567
3.58,0.25676,0.002568
3.59,0.25685,0.002569
3.6,0.25694,0.002569
3.61,0.25703,0.00257
3.62,0.25712,0.002571
3.63,0.25721,0.002572
3.64,0.2573,0.002573
3.65,0.25739,0.002574
3.66,0.25748,0.002575
3.67,0.25757,0.002576
3.68,0.25766,0.002577
3.69,0.25775,0.002578
3.7,0.25784,0.002578
3.71,0.2579,0.002579
3.72,0.25796,0.00258
3.73,0.25802,0.00258
3.74,0.25808,0.002581
3.75,0.25814,0.002581
3.76,0.25819,0.002582
3.77,0.25825,0.002583
3.78,0.25831,0.002583
3.79,0.25837,0.002584
3.8,0.25843,0.002584
3.81,0.25849,0.002585
3.82,0.25854,0.002585
3.83,0.2586,0.002586
3.84,0.25866,0.002587
3.85,0.25872,0.002587
3.86,0.25875,0.002588
3.87,0.25878,0.002588
3.88,0.25882,0.002588
3.89,0.25885,0.002588
3.9,0.25888,0.002589
3.91,0.25891,0.002589
3.92,0.25895,0.002589
3.93,0.25898,0.00259
3.94,0.25901,0.00259
3.95,0.25904,0.00259
3.96,0.25908,0.002591
3.97,0.25911,0.002591
3.98,0.25914,0.002591
3.99,0.25917,0.002592
4,0.25921,0.002592
4.01,0.25922,0.002592
4.02,0.25923,0.002592
4.03,0.25925,0.002592
4.04,0.25926,0.002593
4.05,0.25927,0.002593
4.06,0.25929,0.002593
4.07,0.2593,0.002593
4.08,0.25932,0.002593
4.09,0.25933,0.002593
4.1,0.25934,0.002593
4.11,0.25936,0.002594
4.12,0.25937,0.002594
4.13,0.25938,0.002594
4.14,0.2594,0.002594
4.15,0.25941,0.002594
4.16,0.25941,0.002594
4.17,0.25941,0.002594
4.18,0.25941,0.002594
4.19,0.25941,0.002594
4.2,0.25941,0.002594
4.21,0.25941,0.002594
4.22,0.25941,0.002594
4.23,0.25941,0.002594
4.24,0.25941,0.002594
4.25,0.25941,0.002594
4.26,0.25941,0.002594
4.27,0.25941,0.002594
4.28,0.25941,0.002594
4.29,0.25941,0.002594
4.3,0.25941,0.002594
4.31,0.2594,0.002594
4.32,0.25939,0.002594
4.33,0.25938,0.002594
4.34,0.25937,0.002594
4.35,0.25936,0.002594
4.36,0.25935,0.002594
4.37,0.25934,0.002593
4.38,0.25933,0.002593
4.39,0.25932,0.002593
4.4,0.25931,0.002593
4.41,0.2593,0.002593
4.42,0.25929,0.002593
4.43,0.25928,0.002593
4.44,0.25927,0.002593
4.45,0.25926,0.002593
4.46,0.25925,0.002592
4.47,0.25923,0.002592
4.48,0.25921,0.002592
4.49,0.25919,0.002592
4.5,0.25917,0.002592
4.51,0.25916,0.002592
4.52,0.25914,0.002591
4.53,0.25912,0.002591
4.54,0.2591,0.002591
4.55,0.25908,0.002591
4.56,0.25907,0.002591
4.57,0.25905,0.00259
4.58,0.25903,0.00259
4.59,0.25901,0.00259
4.6,0.25899,0.00259
4.61,0.25897,0.00259
4.62,0.25894,0.002589
4.63,0.25892,0.002589
4.64,0.25889,0.002589
4.65,0.25887,0.002589
4.66,0.25884,0.002588
4.67,0.25882,0.002588
4.68,0.25879,0.002588
4.69,0.25877,0.002588
4.7,0.25874,0.002587
4.71,0.25872,0.002587
4.72,0.25869,0.002587
4.73,0.25867,0.002587
4.74,0.25864,0.002586
4.75,0.25862,0.002586
4.76,0.25859,0.002586
4.77,0.25855,0.002586
4.78,0.25852,0.002585
4.79,0.25849,0.002585
4.8,0.25846,0.002585
4.81,0.25843,0.002584
4.82,0.2584,0.002584
4.83,0.25836,0.002584
4.84,0.25833,0.002583
4.85,0.2583,0.002583
4.86,0.25827,0.002583
4.87,0.25824,0.002582
4.88,0.25821,0.002582
4.89,0.25818,0.002582
4.9,0.25814,0.002581
4.91,0.25811,0.002581
4.92,0.25807,0.002581
4.93,0.25803,0.00258
4.94,0.258,0.00258
4.95,0.25796,0.00258
4.96,0.25792,0.002579
4.97,0.25789,0.002579
4.98,0.25785,0.002578
4.99,0.25781,0.002578
5,0.25778,0.002578
5.01,0.25774,0.002577
5.02,0.2577,0.002577
5.03,0.25766,0.002577
5.04,0.25763,0.002576
5.05,0.25759,0.002576
5.06,0.25755,0.002576
5.07,0.25751,0.002575
5.08,0.25747,0.002575
5.09,0.25743,0.002574
5.1,0.25739,0.002574
5.11,0.25735,0.002573
5.12,0.25731,0.002573
5.13,0.25726,0.002573
5.14,0.25722,0.002572
5.15,0.25718,0.002572
5.16,0.25714,0.002571
5.17,0.2571,0.002571
5.18,0.25706,0.002571
5.19,0.25702,0.00257
5.2,0.25698,0.00257
5.21,0.25694,0.002569
5.22,0.25689,0.002569
5.23,0.25685,0.002568
5.24,0.2568,0.002568
5.25,0.25676,0.002568
5.26,0.25672,0.002567
5.27,0.25667,0.002567
5.28,0.25663,0.002566
5.29,0.25658,0.002566
5.3,0.25654,0.002565
5.31,0.2565,0.002565
5.32,0.25645,0.002565
5.33,0.25641,0.002564
5.34,0.25636,0.002564
5.35,0.25632,0.002563
5.36,0.25627,0.002563
5.37,0.25623,0.002562
5.38,0.25618,0.002562
5.39,0.25613,0.002561
5.4,0.25609,0.002561
5.41,0.25604,0.00256
5.42,0.25599,0.00256
5.43,0.25595,0.002559
5.44,0.2559,0.002559
5.45,0.25585,0.002559
5.46,0.25581,0.002558
5.47,0.25576,0.002558
5.48,0.25571,0.002557
5.49,0.25567,0.002557
5.5,0.25562,0.002556
5.51,0.25557,0.002556
5.52,0.25552,0.002555
5.53,0.25547,0.002555
5.54,0.25542,0.002554
5.55,0.25538,0.002554
5.56,0.25533,0.002553
5.57,0.25528,0.002553
5.58,0.25523,0.002552
5.59,0.25518,0.002552
5.6,0.25513,0.002551
5.61,0.25508,0.002551
5.62,0.25504,0.00255
5.63,0.25499,0.00255
5.64,0.25494,0.002549
5.65,0.25489,0.002549
5.66,0.25484,0.002548
5.67,0.25479,0.002548
5.68,0.25474,0.002547
5.69,0.25469,0.002547
5.7,0.25465,0.002546
5.71,0.2546,0.002546
5.72,0.25455,0.002545
